Method,Processing_Time,Positive_Reviews,Negative_Reviews
VADER,0.4417989253997803,0.5878136200716846,0.20583717357910905
TextBlob,1.4346120357513428,0.558115719406042,0.14285714285714285
DistilBERT,219.35657691955566,0.5345622119815668,0.46543778801843316
